Experience_Years,Python_Score,ML_Score,SQL_Score,WebDev_Score,SystemDesign_Score,Communication_Score,Certifications_Count,Expected_Salary,Role
0.2,58.0,12.5,62.9,91.4,42.9,73.5,1,14.16,UX Designer
4.9,69.8,53.0,89.2,82.5,21.8,52.7,1,19.15,Data Analyst
10.4,58.8,42.9,75.4,54.0,23.1,75.3,2,26.47,Data Analyst
0.8,76.2,63.6,50.2,50.7,32.0,74.9,2,19.86,Product Manager
3.4,58.3,64.4,60.4,24.6,33.4,58.7,1,23.32,Product Manager
9.9,71.8,40.8,59.3,98.7,32.8,83.5,1,27.4,UX Designer
0.1,64.5,40.8,36.3,67.4,59.3,79.7,2,19.16,Product Manager
4.8,85.3,52.8,45.9,48.2,40.9,81.7,1,22.85,Product Manager
1.4,64.1,37.1,51.6,84.6,46.8,70.1,2,16.65,UX Designer
10.3,33.1,71.8,29.5,38.5,66.1,53.0,1,27.46,Product Manager
14.2,87.7,47.6,60.7,66.1,36.2,81.7,3,28.81,Data Analyst
11.5,48.7,0.0,56.3,54.5,45.2,66.8,2,30.12,Product Manager
2.6,53.2,47.5,34.9,70.8,56.6,53.3,1,15.36,UX Designer
7.9,54.3,34.2,66.1,56.7,15.1,86.2,2,24.16,UX Designer
7.4,89.7,22.4,70.7,29.0,7.1,95.2,4,24.86,Data Analyst
1.5,26.6,30.3,63.4,59.5,56.2,69.5,0,18.81,Product Manager
7.1,100.0,57.2,55.1,79.0,58.9,95.9,3,32.07,Product Manager
0.2,84.0,81.6,68.9,57.4,87.2,71.1,1,18.64,Product Manager
3.6,69.0,61.3,70.2,73.5,52.8,65.4,3,25.46,Product Manager
1.0,64.0,42.9,64.6,37.1,64.8,62.4,0,13.54,Cybersecurity Analyst
0.5,70.1,64.1,47.6,57.5,46.5,89.6,0,17.58,Product Manager
0.3,74.4,45.8,64.1,45.5,55.4,60.6,1,16.58,Cybersecurity Analyst
4.8,76.6,41.1,77.9,72.9,80.0,78.8,4,28.03,Product Manager
1.7,75.0,31.9,51.1,58.6,11.8,63.3,2,21.0,Product Manager
5.2,66.6,20.0,91.5,71.8,57.4,64.5,3,25.34,Cybersecurity Analyst
0.3,61.4,47.2,52.1,79.8,88.4,82.4,2,19.62,Product Manager
1.5,62.3,58.2,60.5,71.8,55.1,65.4,4,16.87,UX Designer
3.1,61.5,53.1,49.9,63.5,79.7,65.1,5,25.75,Product Manager
6.3,85.4,46.7,63.3,38.0,38.7,83.6,2,21.45,Data Analyst
1.5,75.7,36.1,33.9,57.9,49.4,89.2,1,20.67,Product Manager
3.9,12.1,67.2,51.8,47.3,50.6,77.7,2,25.28,Product Manager
8.7,76.8,28.7,43.6,51.1,10.1,62.1,2,24.13,Data Analyst
3.8,68.5,70.5,62.0,50.5,29.0,63.9,1,16.35,Data Analyst
1.1,64.7,35.0,74.9,38.4,30.3,71.0,3,12.22,Data Analyst
0.1,58.0,40.0,69.7,18.9,64.8,73.9,2,16.02,Product Manager
8.2,85.2,25.7,24.4,44.6,65.7,58.1,3,28.87,Product Manager
0.1,82.1,45.0,90.6,61.9,55.8,78.7,0,11.49,Data Analyst
8.3,51.1,74.5,64.4,31.0,64.8,71.0,1,29.08,Product Manager
3.0,72.3,65.3,48.4,58.3,47.0,49.4,1,21.48,Machine Learning Engineer
11.2,47.5,74.6,62.4,96.0,71.6,58.9,1,29.44,UX Designer
6.4,40.2,65.4,62.6,78.5,50.2,64.0,1,22.22,UX Designer
15.0,53.7,32.9,50.0,90.9,51.0,69.1,0,28.25,UX Designer
1.7,80.5,48.4,63.0,65.8,45.2,92.7,1,21.85,Product Manager
5.8,82.2,39.4,50.9,81.4,62.3,72.9,3,28.63,Product Manager
2.1,74.2,81.6,53.9,43.5,42.4,59.9,4,23.17,Machine Learning Engineer
2.6,78.1,31.1,49.7,45.1,67.6,72.6,1,23.84,Product Manager
4.0,74.3,72.9,38.5,3.2,29.6,65.8,0,20.53,Machine Learning Engineer
8.3,53.5,72.9,62.2,81.7,30.2,73.9,1,24.39,UX Designer
15.0,72.8,91.6,68.8,88.8,62.4,77.0,0,29.96,UX Designer
5.8,79.4,46.8,67.7,46.9,48.4,84.5,1,20.81,Data Analyst
2.2,78.6,69.2,72.3,52.9,41.8,69.7,2,19.04,Data Analyst
2.2,86.4,100.0,64.9,42.9,66.0,89.7,3,23.19,Product Manager
5.4,77.7,42.6,52.0,65.7,39.1,80.9,2,25.54,Product Manager
1.1,71.3,24.3,72.6,80.5,46.4,61.5,0,17.83,Product Manager
0.5,84.3,17.4,39.6,23.1,75.2,96.5,0,18.53,Product Manager
1.8,64.5,69.3,46.5,66.2,77.7,73.9,1,20.41,Product Manager
1.4,49.1,17.3,45.5,52.5,78.3,60.0,1,18.09,Product Manager
1.4,62.1,47.6,76.2,60.3,44.9,89.8,4,20.41,Product Manager
1.1,51.6,63.7,74.1,67.2,72.2,94.9,1,21.28,Product Manager
0.2,52.8,58.7,67.3,54.2,32.9,69.6,2,14.06,Data Analyst
0.1,62.4,63.5,76.1,55.9,33.7,64.0,0,9.39,Data Analyst
15.0,50.7,59.4,46.8,53.7,7.7,67.9,3,28.83,UX Designer
2.2,59.5,80.6,65.2,77.4,80.1,78.6,1,21.93,Product Manager
1.9,30.9,36.0,58.1,66.4,34.4,85.3,1,14.75,UX Designer
4.6,68.8,41.5,72.7,62.4,47.7,76.8,2,25.99,Product Manager
1.0,65.0,39.5,58.3,32.6,33.6,71.2,3,19.85,Product Manager
12.0,50.3,71.6,54.2,50.4,62.5,88.0,0,30.1,Product Manager
6.2,76.9,73.0,68.1,76.0,43.2,66.2,3,29.57,Product Manager
0.4,81.9,64.0,73.1,58.8,26.5,82.4,4,13.27,Data Analyst
2.2,36.1,78.7,50.0,71.2,57.9,66.5,5,22.79,Product Manager
8.5,51.3,31.4,59.1,93.3,24.2,75.2,0,23.0,UX Designer
11.6,51.2,88.3,44.1,78.8,34.9,68.6,0,29.4,UX Designer
2.5,48.1,85.5,22.5,59.9,12.1,69.3,0,15.61,UX Designer
3.8,79.9,69.7,63.0,47.8,24.4,65.5,0,17.91,Data Analyst
0.7,61.5,90.6,69.1,6.9,53.2,86.1,1,17.23,Product Manager
15.0,60.2,21.9,63.9,54.6,14.6,61.2,1,29.24,Data Analyst
1.1,28.9,44.5,30.8,51.5,23.3,61.1,0,16.55,Product Manager
11.4,76.4,40.3,54.7,65.8,50.0,95.5,0,30.51,Product Manager
4.2,42.7,69.4,26.7,54.9,40.2,81.7,2,24.25,Product Manager
3.7,66.1,34.0,80.5,51.6,85.9,41.4,3,22.16,Cloud/DevOps Engineer
2.9,70.0,70.1,43.7,22.4,83.0,63.2,3,22.68,Product Manager
1.0,89.5,82.4,78.8,39.2,34.4,48.3,0,13.28,Data Analyst
0.8,41.4,68.9,74.2,67.5,60.0,58.6,4,17.05,Cybersecurity Analyst
1.0,10.6,60.7,46.5,92.3,63.5,32.3,2,13.72,UX Designer
0.8,68.3,35.2,43.0,56.0,39.2,68.4,1,17.58,Product Manager
6.0,97.4,38.1,65.3,64.6,23.1,56.3,0,19.82,Data Analyst
1.7,87.3,80.0,47.3,77.0,49.8,70.7,2,20.78,Machine Learning Engineer
0.2,68.8,70.6,61.5,41.8,46.9,50.5,1,15.71,Machine Learning Engineer
13.9,56.2,54.2,52.8,65.3,42.2,71.0,2,30.13,Product Manager
8.6,79.5,46.6,33.3,43.2,58.0,65.0,3,32.95,Product Manager
10.5,47.5,14.5,26.5,75.3,36.5,88.0,2,25.86,UX Designer
15.0,73.6,33.6,63.4,61.0,29.3,86.9,4,32.35,UX Designer
0.8,74.1,93.2,51.6,64.0,52.0,79.4,2,20.52,Product Manager
2.0,84.1,29.4,51.7,42.3,56.9,66.1,0,19.59,Product Manager
5.7,100.0,58.8,70.4,72.1,28.8,93.8,2,21.93,Data Analyst
4.8,72.1,75.1,77.6,99.7,66.7,51.4,0,21.66,UX Designer
0.7,55.8,29.9,55.9,37.8,18.1,53.2,3,19.07,Product Manager
6.8,64.5,58.7,54.9,51.2,39.6,69.0,0,27.91,Product Manager
1.0,33.2,73.8,67.5,62.6,45.4,97.0,1,18.12,Product Manager
1.0,52.5,55.2,39.6,73.7,38.5,67.6,0,13.75,UX Designer
3.1,57.6,100.0,63.3,46.8,39.8,67.8,2,23.99,Machine Learning Engineer
3.6,55.6,21.6,68.3,1.3,83.7,52.7,0,21.37,Product Manager
3.5,67.7,76.2,70.2,85.2,34.7,81.4,1,19.79,UX Designer
0.4,50.2,51.5,30.9,73.2,93.9,81.4,0,20.18,Product Manager
8.4,85.2,70.4,48.6,23.1,57.9,79.5,1,31.02,Product Manager
1.2,65.0,63.8,46.8,45.8,51.7,62.4,3,19.45,Product Manager
0.6,64.8,40.3,61.5,89.4,58.6,61.5,2,14.14,UX Designer
8.8,59.1,59.6,67.2,87.0,95.5,54.5,0,25.81,Cybersecurity Analyst
12.5,67.8,17.8,82.5,76.8,32.1,71.0,1,27.12,Data Analyst
7.9,79.9,67.1,52.6,54.5,29.8,57.0,2,24.98,Cybersecurity Analyst
6.6,49.4,61.0,52.5,59.7,36.4,55.9,1,28.41,Product Manager
4.3,53.2,67.8,77.2,55.4,50.6,64.9,1,25.31,Product Manager
3.2,59.5,76.2,64.4,80.6,18.9,64.1,1,18.64,UX Designer
0.4,40.8,62.4,79.0,40.5,50.4,63.5,0,17.41,Product Manager
2.1,50.3,58.0,64.3,41.9,80.5,75.6,1,21.36,Product Manager
1.9,56.4,37.4,42.6,78.2,52.7,70.9,0,13.94,UX Designer
1.2,80.7,40.8,40.0,57.1,44.7,66.5,0,20.96,Product Manager
5.1,69.7,78.7,36.7,85.6,38.9,72.2,2,23.02,UX Designer
2.7,68.5,83.7,69.9,44.6,66.2,58.1,1,20.62,Machine Learning Engineer
0.3,80.3,50.2,77.8,56.9,35.1,71.3,2,13.88,Data Analyst
1.0,62.5,55.9,87.7,39.6,83.2,71.8,2,21.3,Product Manager
4.6,72.0,36.9,72.6,58.1,84.8,52.0,1,25.12,Product Manager
0.3,63.1,78.5,77.4,28.4,54.6,81.9,2,18.89,Product Manager
7.6,69.8,68.3,51.3,48.2,49.8,59.4,0,25.81,Product Manager
2.7,54.5,93.8,42.7,29.3,68.6,71.1,0,19.53,Machine Learning Engineer
2.6,21.1,37.4,72.8,71.9,69.7,84.0,5,23.29,Product Manager
3.6,62.6,47.4,66.3,72.3,35.5,81.1,0,20.56,Product Manager
7.0,90.6,59.6,61.6,23.4,40.5,70.4,0,18.39,Data Analyst
1.7,81.7,67.9,65.8,84.7,26.2,65.7,1,18.99,UX Designer
4.5,82.4,50.7,64.8,100.0,57.4,81.4,0,20.88,UX Designer
3.3,87.3,37.5,79.3,58.9,62.0,78.1,0,19.46,Cybersecurity Analyst
1.2,66.6,72.6,79.4,45.2,25.7,62.6,0,15.61,Data Analyst
8.4,68.6,69.4,68.2,100.0,41.8,60.5,1,23.38,UX Designer
6.4,53.9,36.7,72.7,31.6,25.7,45.1,2,21.33,Data Analyst
4.3,59.3,82.1,67.7,58.4,33.8,71.8,0,18.09,Data Analyst
7.6,76.1,78.4,53.1,61.6,59.9,69.0,1,29.77,Product Manager
8.1,86.7,57.7,71.3,84.9,36.8,83.6,1,24.77,UX Designer
4.9,62.5,56.6,39.1,65.2,44.6,74.3,2,25.0,UX Designer
7.3,56.9,66.1,75.8,48.0,20.7,86.0,1,28.6,Product Manager
4.8,65.0,37.8,42.1,39.0,53.4,61.6,1,26.18,Product Manager
4.6,75.8,55.6,64.3,51.2,49.2,83.7,3,26.6,Product Manager
3.9,39.0,12.0,47.3,37.9,36.9,63.7,1,23.61,Product Manager
5.6,23.7,72.5,68.3,59.0,46.6,79.3,0,25.75,Product Manager
0.7,55.1,23.8,59.5,46.7,53.2,52.5,0,17.28,Product Manager
8.5,43.0,85.1,36.1,28.1,35.3,72.8,0,28.59,Product Manager
8.2,55.9,48.4,66.3,83.1,23.4,46.2,2,24.2,UX Designer
0.1,62.3,50.8,51.3,48.0,82.5,66.8,5,19.47,Product Manager
7.0,56.8,42.4,73.2,32.6,38.6,75.3,4,29.91,Product Manager
0.6,91.1,49.2,60.0,54.6,48.3,63.7,1,13.97,Data Analyst
1.6,70.9,83.4,65.9,59.4,68.2,57.4,0,21.04,Product Manager
5.4,70.4,5.2,45.6,23.1,100.0,80.2,3,25.74,Product Manager
0.7,76.2,80.5,51.2,64.6,27.6,68.8,3,17.56,Machine Learning Engineer
6.8,44.5,61.8,53.1,37.1,58.1,64.1,2,26.05,Product Manager
7.1,83.7,30.9,72.9,92.2,37.3,70.5,0,22.9,UX Designer
2.8,63.6,33.5,85.2,68.5,40.3,100.0,1,22.35,Product Manager
0.0,77.1,88.5,47.9,50.0,37.0,83.8,1,17.78,Product Manager
1.4,45.7,36.1,76.2,43.1,29.7,84.0,2,20.76,Product Manager
3.8,37.0,31.9,27.5,55.9,49.3,75.2,4,24.08,Product Manager
15.0,79.7,77.7,42.1,70.3,23.5,72.0,1,31.22,UX Designer
4.0,71.8,61.8,45.6,57.5,67.0,41.2,1,19.25,Cybersecurity Analyst
1.2,48.8,36.2,39.7,53.7,51.0,61.9,1,18.47,Product Manager
4.0,49.3,59.3,36.2,59.2,57.6,64.2,2,23.56,Product Manager
3.1,85.3,34.5,66.2,45.9,41.6,47.5,2,16.56,Data Analyst
6.1,43.6,77.0,56.8,51.1,43.4,56.1,3,23.64,Machine Learning Engineer
0.5,94.6,76.2,65.7,16.3,55.2,46.2,0,15.28,Machine Learning Engineer
5.7,48.8,65.6,70.4,77.5,29.0,69.5,0,22.52,UX Designer
3.1,76.5,62.2,64.0,64.0,43.6,79.8,3,22.37,Product Manager
13.2,59.1,90.2,69.9,42.5,34.5,83.3,0,33.84,Product Manager
1.7,75.9,55.0,59.0,96.0,34.0,75.0,2,17.79,UX Designer
4.0,55.2,31.4,42.2,59.7,12.0,58.4,1,19.38,UX Designer
10.8,62.1,64.0,75.9,37.3,74.1,46.8,1,27.24,Cybersecurity Analyst
0.4,65.7,96.7,51.2,75.1,37.6,48.9,1,16.19,Machine Learning Engineer
11.1,47.0,34.7,46.0,66.0,70.9,54.8,1,29.71,Product Manager
4.7,78.3,47.8,57.3,65.9,69.2,59.3,0,22.0,Cloud/DevOps Engineer
0.3,55.8,63.3,46.3,49.5,26.9,68.1,2,16.99,Product Manager
1.4,60.9,53.9,53.7,67.0,30.4,57.8,3,21.97,Product Manager
4.9,47.1,35.4,65.2,52.8,96.1,74.1,3,25.74,Product Manager
0.3,18.9,77.4,65.2,69.1,81.5,67.2,1,19.23,Product Manager
3.5,61.6,100.0,46.5,19.9,49.4,70.1,2,21.07,Machine Learning Engineer
1.7,100.0,58.9,52.7,49.3,54.6,83.7,2,20.63,Product Manager
3.9,79.1,36.9,76.1,92.4,38.6,55.8,2,21.14,Cybersecurity Analyst
0.2,64.7,24.0,67.4,42.7,57.8,75.0,1,16.79,Product Manager
8.2,60.3,60.2,91.1,45.9,37.1,69.8,3,27.48,Data Analyst
14.5,65.4,77.1,77.7,49.0,13.4,66.0,1,27.3,Data Analyst
13.9,74.8,64.5,77.2,33.7,26.2,80.6,1,26.38,Data Analyst
5.5,43.7,55.0,39.2,13.8,50.4,80.5,1,24.73,Product Manager
0.6,85.1,43.2,71.5,53.4,29.6,58.6,1,12.8,Data Analyst
